English_title,Year,Dir_or_prod,Studio,Award_mains,Mains_cat,Award_fest,Fest_cat,Production_country,Director,Film_Studio
A Sunday in the Country,1985-01-01 00:00:00,Bertrand Tavernier,,1,César - Best Director - Winner or Nominee,0,,,Bertrand Tavernier,
Death in a French Garden,1986-01-01 00:00:00,Michel Deville,,1,César - Best Director - Winner or Nominee,0,,,Michel Deville,
Subway,1986-01-01 00:00:00,Luc Besson,,1,César - Best Director - Winner or Nominee,0,,,Luc Besson,
Impudent Girl,1986-01-01 00:00:00,Claude Miller,,1,César - Best Director - Winner or Nominee,0,,,Claude Miller,
Three Men and a Cradle,1986-01-01 00:00:00,Coline Serreau,,1,César - Best Director - Winner or Nominee,0,,,Coline Serreau,
Vagabond,1986-01-01 00:00:00,Agnès Varda,,1,César - Best Director - Winner or Nominee,0,,,Agnès Varda,
Thérèse,1987-01-01 00:00:00,Alain Cavalier,,1,César - Best Director - Winner or Nominee,0,,,Alain Cavalier,
Betty Blue,1987-01-01 00:00:00,Jean-Jacques Beineix,,1,César - Best Director - Winner or Nominee,0,,,Jean-Jacques Beineix,
Jean de Florette,1987-01-01 00:00:00,Claude Berri,,1,César - Best Director - Winner or Nominee,0,,,Claude Berri,
Ménage,1987-01-01 00:00:00,Bertrand Blier,,1,César - Best Director - Winner or Nominee,0,,,Bertrand Blier,
Mélo,1987-01-01 00:00:00,Alain Resnais,,1,César - Best Director - Winner or Nominee,0,,,Alain Resnais,
"Goodbye, Children",1988-01-01 00:00:00,Louis Malle,,1,César - Best Director - Winner or Nominee,0,,,Louis Malle,
The Grand Highway,1988-01-01 00:00:00,Jean-Loup Hubert,,1,César - Best Director - Winner or Nominee,0,,,Jean-Loup Hubert,
Tandem,1988-01-01 00:00:00,Patrice Leconte,,1,César - Best Director - Winner or Nominee,0,,,Patrice Leconte,
Under the Sun of Satan,1988-01-01 00:00:00,Maurice Pialat,,1,César - Best Director - Winner or Nominee,0,,,Maurice Pialat,
The Innocents,1988-01-01 00:00:00,André Téchiné,,1,César - Best Director - Winner or Nominee,0,,,André Téchiné,
The Bear,1989-01-01 00:00:00,Jean-Jacques Annaud,,1,César - Best Director - Winner or Nominee,0,,,Jean-Jacques Annaud,
The Big Blue,1989-01-01 00:00:00,Luc Besson,,1,César - Best Director - Winner or Nominee,0,,,Luc Besson,
Story of Women,1989-01-01 00:00:00,Claude Chabrol,,1,César - Best Director - Winner or Nominee,0,,,Claude Chabrol,
The Reader,1989-01-01 00:00:00,Michel Deville,,1,César - Best Director - Winner or Nominee,0,,,Michel Deville,
The Little Thief,1989-01-01 00:00:00,Claude Miller,,1,César - Best Director - Winner or Nominee,0,,,Claude Miller,
Too Beautiful for You,1990-01-01 00:00:00,Bertrand Blier,,1,César - Best Director - Winner or Nominee,0,,,Bertrand Blier,
Indian Nocturne,1990-01-01 00:00:00,Alain Corneau,,1,César - Best Director - Winner or Nominee,0,,,Alain Corneau,
Valmont,1990-01-01 00:00:00,Miloš Forman,,1,César - Best Director - Winner or Nominee,0,,,Miloš Forman,
Mr. Hire,1990-01-01 00:00:00,Patrice Leconte,,1,César - Best Director - Winner or Nominee,0,,,Patrice Leconte,
Life and Nothing But,1990-01-01 00:00:00,Bertrand Tavernier,,1,César - Best Director - Winner or Nominee,0,,,Bertrand Tavernier,
Cyrano de Bergerac,1991-01-01 00:00:00,Jean-Paul Rappeneau,,1,César - Best Director - Winner or Nominee,0,,,Jean-Paul Rappeneau,
Uranus,1991-01-01 00:00:00,Claude Berri,,1,César - Best Director - Winner or Nominee,0,,,Claude Berri,
La Femme Nikita,1991-01-01 00:00:00,Luc Besson,,1,César - Best Director - Winner or Nominee,0,,,Luc Besson,
The Little Gangster,1991-01-01 00:00:00,Jacques Doillon,,1,César - Best Director - Winner or Nominee,0,,,Jacques Doillon,
The Hairdresser's Husband,1991-01-01 00:00:00,Patrice Leconte,,1,César - Best Director - Winner or Nominee,0,,,Patrice Leconte,
All the Mornings of the World,1992-01-01 00:00:00,Alain Corneau,,1,César - Best Director - Winner or Nominee,0,,,Alain Corneau,
Thank You Life,1992-01-01 00:00:00,Bertrand Blier,,1,César - Best Director - Winner or Nominee,0,,,Bertrand Blier,
Van Gogh,1992-01-01 00:00:00,Maurice Pialat,,1,César - Best Director - Winner or Nominee,0,,,Maurice Pialat,
The Beautiful Troublemaker,1992-01-01 00:00:00,Jacques Rivette,,1,César - Best Director - Winner or Nominee,0,,,Jacques Rivette,
I Don't Kiss,1992-01-01 00:00:00,André Téchiné,,1,César - Best Director - Winner or Nominee,0,,,André Téchiné,
A Heart in Winter,1993-01-01 00:00:00,Claude Sautet,,1,César - Best Director - Winner or Nominee,0,,,Claude Sautet,
Savage Nights,1993-01-01 00:00:00,Cyril Collard,,1,César - Best Director - Winner or Nominee,0,,,Cyril Collard,
And the Little Prince Said,1993-01-01 00:00:00,Christine Pascal,,1,César - Best Director - Winner or Nominee,0,,,Christine Pascal,
L.627,1993-01-01 00:00:00,Bertrand Tavernier,,1,César - Best Director - Winner or Nominee,0,,,Bertrand Tavernier,
Indochine,1993-01-01 00:00:00,Régis Wargnier,,1,César - Best Director - Winner or Nominee,0,,,Régis Wargnier,
Smoking/No Smoking,1994-01-01 00:00:00,Alain Resnais,,1,César - Best Director - Winner or Nominee,0,,,Alain Resnais,
Germinal,1994-01-01 00:00:00,Claude Berri,,1,César - Best Director - Winner or Nominee,0,,,Claude Berri,
"1, 2, 3, Sun",1994-01-01 00:00:00,Bertrand Blier,,1,César - Best Director - Winner or Nominee,0,,,Bertrand Blier,
Three Colours: Blue,1994-01-01 00:00:00,Krzysztof Kieślowski,,1,César - Best Director - Winner or Nominee,0,,,Krzysztof Kieślowski,
The Visitors,1994-01-01 00:00:00,Jean-Marie Poiré,,1,César - Best Director - Winner or Nominee,0,,,Jean-Marie Poiré,
My Favourite Season,1994-01-01 00:00:00,André Téchiné,,1,César - Best Director - Winner or Nominee,0,,,André Téchiné,
Wild Reeds,1995-01-01 00:00:00,André Téchiné,,1,César - Best Director - Winner or Nominee,0,,,André Téchiné,
Léon,1995-01-01 00:00:00,Luc Besson,,1,César - Best Director - Winner or Nominee,0,,,Luc Besson,
Queen Margot,1995-01-01 00:00:00,Patrice Chéreau,,1,César - Best Director - Winner or Nominee,0,,,Patrice Chéreau,
The Favourite Son,1995-01-01 00:00:00,Nicole Garcia,,1,César - Best Director - Winner or Nominee,0,,,Nicole Garcia,
Three Colours: Red,1995-01-01 00:00:00,Krzysztof Kieślowski (nominated for the Academy Award),,1,César - Best Director - Winner or Nominee,0,,,Krzysztof Kieślowski (nominated for the Academy Award),
Nelly and Mr. Arnaud,1996-01-01 00:00:00,Claude Sautet,,1,César - Best Director - Winner or Nominee,0,,,Claude Sautet,
Happiness Is in the Field,1996-01-01 00:00:00,Étienne Chatiliez,,1,César - Best Director - Winner or Nominee,0,,,Étienne Chatiliez,
The Ceremony,1996-01-01 00:00:00,Claude Chabrol,,1,César - Best Director - Winner or Nominee,0,,,Claude Chabrol,
French Twist,1996-01-01 00:00:00,Josiane Balasko,,1,César - Best Director - Winner or Nominee,0,,,Josiane Balasko,
Hate,1996-01-01 00:00:00,Mathieu Kassovitz,,1,César - Best Director - Winner or Nominee,0,,,Mathieu Kassovitz,
The Horseman on the Roof,1996-01-01 00:00:00,Jean-Paul Rappeneau,,1,César - Best Director - Winner or Nominee,0,,,Jean-Paul Rappeneau,
Ridicule,1997-01-01 00:00:00,Patrice Leconte,,1,César - Best Director - Winner or Nominee,0,,,Patrice Leconte,
Captain Conan,1997-01-01 00:00:00,Bertrand Tavernier,,1,César - Best Director - Winner or Nominee,0,,,Bertrand Tavernier,
A Self Made Hero,1997-01-01 00:00:00,Jacques Audiard,,1,César - Best Director - Winner or Nominee,0,,,Jacques Audiard,
Family Resemblances,1997-01-01 00:00:00,Cédric Klapisch,,1,César - Best Director - Winner or Nominee,0,,,Cédric Klapisch,
Thieves,1997-01-01 00:00:00,André Téchiné,,1,César - Best Director - Winner or Nominee,0,,,André Téchiné,
The Fifth Element,1998-01-01 00:00:00,Luc Besson,,1,César - Best Director - Winner or Nominee,0,,,Luc Besson,
The Cousin,1998-01-01 00:00:00,Alain Corneau,,1,César - Best Director - Winner or Nominee,0,,,Alain Corneau,
Marius and Jeannette,1998-01-01 00:00:00,Robert Guédiguian,,1,César - Best Director - Winner or Nominee,0,,,Robert Guédiguian,
Western,1998-01-01 00:00:00,Manuel Poirier,,1,César - Best Director - Winner or Nominee,0,,,Manuel Poirier,
Same Old Song,1998-01-01 00:00:00,Alain Resnais,,1,César - Best Director - Winner or Nominee,0,,,Alain Resnais,
Those Who Love Me Can Take the Train,1999-01-01 00:00:00,Patrice Chéreau,,1,César - Best Director - Winner or Nominee,0,,,Patrice Chéreau,
Place Vendôme,1999-01-01 00:00:00,Nicole Garcia,,1,César - Best Director - Winner or Nominee,0,,,Nicole Garcia,
Taxi,1999-01-01 00:00:00,Gérard Pirès,,1,César - Best Director - Winner or Nominee,0,,,Gérard Pirès,
The Dinner Game,1999-01-01 00:00:00,Francis Veber,,1,César - Best Director - Winner or Nominee,0,,,Francis Veber,
The Dreamlife of Angels,1999-01-01 00:00:00,Erick Zonca,,1,César - Best Director - Winner or Nominee,0,,,Erick Zonca,
Venus Beauty Institute,2000-01-01 00:00:00,Tonie Marshall,,1,César - Best Director - Winner or Nominee,0,,,Tonie Marshall,
The Children of the Marshland,2000-01-01 00:00:00,Jean Becker,,1,César - Best Director - Winner or Nominee,0,,,Jean Becker,
The Messenger: The Story of Joan of Arc,2000-01-01 00:00:00,Luc Besson,,1,César - Best Director - Winner or Nominee,0,,,Luc Besson,
Sachs' Disease,2000-01-01 00:00:00,Michel Deville,,1,César - Best Director - Winner or Nominee,0,,,Michel Deville,
Girl on the Bridge,2000-01-01 00:00:00,Patrice Leconte,,1,César - Best Director - Winner or Nominee,0,,,Patrice Leconte,
East/West,2000-01-01 00:00:00,Régis Wargnier,,1,César - Best Director - Winner or Nominee,0,,,Régis Wargnier,
"Harry, He's Here to Help",2001-01-01 00:00:00,Dominik Moll,,1,César - Best Director - Winner or Nominee,0,,,Dominik Moll,
Murderous Maids,2001-01-01 00:00:00,Jean-Pierre Denis,,1,César - Best Director - Winner or Nominee,0,,,Jean-Pierre Denis,
The Taste of Others,2001-01-01 00:00:00,Agnès Jaoui,,1,César - Best Director - Winner or Nominee,0,,,Agnès Jaoui,
The Crimson Rivers,2001-01-01 00:00:00,Mathieu Kassovitz,,1,César - Best Director - Winner or Nominee,0,,,Mathieu Kassovitz,
Saint-Cyr,2001-01-01 00:00:00,Patricia Mazuy,,1,César - Best Director - Winner or Nominee,0,,,Patricia Mazuy,
Amélie,2002-01-01 00:00:00,Jean-Pierre Jeunet,,1,César - Best Director - Winner or Nominee,0,,,Jean-Pierre Jeunet,
Read My Lips,2002-01-01 00:00:00,Jacques Audiard,,1,César - Best Director - Winner or Nominee,0,,,Jacques Audiard,
The Officers' Ward,2002-01-01 00:00:00,François Dupeyron,,1,César - Best Director - Winner or Nominee,0,,,François Dupeyron,
Intimacy,2002-01-01 00:00:00,Patrice Chéreau,,1,César - Best Director - Winner or Nominee,0,,,Patrice Chéreau,
Under the Sand,2002-01-01 00:00:00,François Ozon,,1,César - Best Director - Winner or Nominee,0,,,François Ozon,
The Pianist,2003-01-01 00:00:00,Roman Polanski (won the Academy Award),,1,César - Best Director - Winner or Nominee,0,,,Roman Polanski (won the Academy Award),
Amen.,2003-01-01 00:00:00,Costa Gavras,,1,César - Best Director - Winner or Nominee,0,,,Costa Gavras,
The Spanish Apartement (a.k.a. Pot Luck),2003-01-01 00:00:00,Cédric Klapisch,,1,César - Best Director - Winner or Nominee,0,,,Cédric Klapisch,
To Be and to Have,2003-01-01 00:00:00,Nicolas Philibert,,1,César - Best Director - Winner or Nominee,0,,,Nicolas Philibert,
8 Women,2003-01-01 00:00:00,François Ozon,,1,César - Best Director - Winner or Nominee,0,,,François Ozon,
The Barbarian Invasions,2004-01-01 00:00:00,Denys Arcand,,1,César - Best Director - Winner or Nominee,0,,,Denys Arcand,
One: On the Run Two: An Amazing Couple Three: After Life,2004-01-01 00:00:00,Lucas Belvaux,,1,César - Best Director - Winner or Nominee,0,,,Lucas Belvaux,
Little Lili,2004-01-01 00:00:00,Claude Miller,,1,César - Best Director - Winner or Nominee,0,,,Claude Miller,
Bon voyage,2004-01-01 00:00:00,Jean-Paul Rappeneau,,1,César - Best Director - Winner or Nominee,0,,,Jean-Paul Rappeneau,
Not on the Lips,2004-01-01 00:00:00,Alain Resnais,,1,César - Best Director - Winner or Nominee,0,,,Alain Resnais,
Games of Love and Chance,2005-01-01 00:00:00,Abdellatif Kechiche,,1,César - Best Director - Winner or Nominee,0,,,Abdellatif Kechiche,
The Chorus,2005-01-01 00:00:00,Christophe Barratier,,1,César - Best Director - Winner or Nominee,0,,,Christophe Barratier,
Kings and Queen,2005-01-01 00:00:00,Arnaud Desplechin,,1,César - Best Director - Winner or Nominee,0,,,Arnaud Desplechin,
A Very Long Engagement,2005-01-01 00:00:00,Jean-Pierre Jeunet,,1,César - Best Director - Winner or Nominee,0,,,Jean-Pierre Jeunet,
Département 36,2005-01-01 00:00:00,Olivier Marchal,,1,César - Best Director - Winner or Nominee,0,,,Olivier Marchal,
The Beat That My Heart Skipped,2006-01-01 00:00:00,Jacques Audiard,,1,César - Best Director - Winner or Nominee,0,,,Jacques Audiard,
The Young Lieutenant,2006-01-01 00:00:00,Xavier Beauvois,,1,César - Best Director - Winner or Nominee,0,,,Xavier Beauvois,
The Child,2006-01-01 00:00:00,Jean-Pierre and Luc Dardenne,,1,César - Best Director - Winner or Nominee,0,,,Jean-Pierre and Luc Dardenne,
Hidden,2006-01-01 00:00:00,Michael Haneke,,1,César - Best Director - Winner or Nominee,0,,,Michael Haneke,
Live and Become,2006-01-01 00:00:00,Radu Mihaileanu,,1,César - Best Director - Winner or Nominee,0,,,Radu Mihaileanu,
Tell No One,2007-01-01 00:00:00,Guillaume Canet,,1,César - Best Director - Winner or Nominee,0,,,Guillaume Canet,
Days of Glory,2007-01-01 00:00:00,Rachid Bouchareb,,1,César - Best Director - Winner or Nominee,0,,,Rachid Bouchareb,
Lady Chatterley,2007-01-01 00:00:00,Pascale Ferran,,1,César - Best Director - Winner or Nominee,0,,,Pascale Ferran,
"Don't Worry, I'm Fine",2007-01-01 00:00:00,Philippe Lioret,,1,César - Best Director - Winner or Nominee,0,,,Philippe Lioret,
Private Fears in Public Places,2007-01-01 00:00:00,Alain Resnais,,1,César - Best Director - Winner or Nominee,0,,,Alain Resnais,
The Secret of the Grain,2008-01-01 00:00:00,Abdellatif Kechiche,,1,César - Best Director - Winner or Nominee,0,,,Abdellatif Kechiche,
La Vie en Rose,2008-01-01 00:00:00,Olivier Dahan,,1,César - Best Director - Winner or Nominee,0,,,Olivier Dahan,
A Secret,2008-01-01 00:00:00,Claude Miller,,1,César - Best Director - Winner or Nominee,0,,,Claude Miller,
The Diving Bell and the Butterfly,2008-01-01 00:00:00,Julian Schnabel (nominated for the Academy Award),,1,César - Best Director - Winner or Nominee,0,,,Julian Schnabel (nominated for the Academy Award),
The Witnesses,2008-01-01 00:00:00,André Téchiné,,1,César - Best Director - Winner or Nominee,0,,,André Téchiné,
Public Enemy Number One: Part 1 and 2,2009-01-01 00:00:00,Jean-François Richet,,1,César - Best Director - Winner or Nominee,0,,,Jean-François Richet,
The First Day of the Rest of Your Life,2009-01-01 00:00:00,Rémi Bezançon,,1,César - Best Director - Winner or Nominee,0,,,Rémi Bezançon,
The Class,2009-01-01 00:00:00,Laurent Cantet,,1,César - Best Director - Winner or Nominee,0,,,Laurent Cantet,
A Christmas Tale,2009-01-01 00:00:00,Arnaud Desplechin,,1,César - Best Director - Winner or Nominee,0,,,Arnaud Desplechin,
Séraphine,2009-01-01 00:00:00,Martin Provost,,1,César - Best Director - Winner or Nominee,0,,,Martin Provost,
A Prophet,2010-01-01 00:00:00,Jacques Audiard,,1,César - Best Director - Winner or Nominee,0,,,Jacques Audiard,
Rapt!,2010-01-01 00:00:00,Lucas Belvaux,,1,César - Best Director - Winner or Nominee,0,,,Lucas Belvaux,
In the Beginning,2010-01-01 00:00:00,Xavier Giannoli,,1,César - Best Director - Winner or Nominee,0,,,Xavier Giannoli,
Welcome,2010-01-01 00:00:00,Philippe Lioret,,1,César - Best Director - Winner or Nominee,0,,,Philippe Lioret,
The Concert,2010-01-01 00:00:00,Radu Mihaileanu,,1,César - Best Director - Winner or Nominee,0,,,Radu Mihaileanu,
The Ghost Writer,2011-01-01 00:00:00,Roman Polanski,,1,César - Best Director - Winner or Nominee,0,,,Roman Polanski,
On Tour,2011-01-01 00:00:00,Mathieu Amalric,,1,César - Best Director - Winner or Nominee,0,,,Mathieu Amalric,
Carlos,2011-01-01 00:00:00,Olivier Assayas,,1,César - Best Director - Winner or Nominee,0,,,Olivier Assayas,
Of Gods and Men,2011-01-01 00:00:00,Xavier Beauvois,,1,César - Best Director - Winner or Nominee,0,,,Xavier Beauvois,
The Clink of Ice,2011-01-01 00:00:00,Bertrand Blier,,1,César - Best Director - Winner or Nominee,0,,,Bertrand Blier,
The Artist,2012-01-01 00:00:00,Michel Hazanavicius (won the Academy Award),,1,César - Best Director - Winner or Nominee,0,,,Michel Hazanavicius (won the Academy Award),
Declaration of War,2012-01-01 00:00:00,Valérie Donzelli,,1,César - Best Director - Winner or Nominee,0,,,Valérie Donzelli,
Le Havre,2012-01-01 00:00:00,Aki Kaurismäki,,1,César - Best Director - Winner or Nominee,0,,,Aki Kaurismäki,
Polisse,2012-01-01 00:00:00,Maïwenn,,1,César - Best Director - Winner or Nominee,0,,,Maïwenn,
The Minister,2012-01-01 00:00:00,Pierre Scholler,,1,César - Best Director - Winner or Nominee,0,,,Pierre Scholler,
The Intouchables,2012-01-01 00:00:00,Éric Toledano and Olivier Nakache,,1,César - Best Director - Winner or Nominee,0,,,Éric Toledano and Olivier Nakache,
Amour,2013-01-01 00:00:00,Michael Haneke (nominated for the Academy Award),,1,César - Best Director - Winner or Nominee,0,,,Michael Haneke (nominated for the Academy Award),
Rust and Bone,2013-01-01 00:00:00,Jacques Audiard,,1,César - Best Director - Winner or Nominee,0,,,Jacques Audiard,
A Few Hours of Spring,2013-01-01 00:00:00,Stéphane Brizé,,1,César - Best Director - Winner or Nominee,0,,,Stéphane Brizé,
Holy Motors,2013-01-01 00:00:00,Leos Carax,,1,César - Best Director - Winner or Nominee,0,,,Leos Carax,
"Farewell, My Queen",2013-01-01 00:00:00,Benoît Jacquot,,1,César - Best Director - Winner or Nominee,0,,,Benoît Jacquot,
Camille Rewinds,2013-01-01 00:00:00,Noémie Lvovsky,,1,César - Best Director - Winner or Nominee,0,,,Noémie Lvovsky,
In the House,2013-01-01 00:00:00,François Ozon,,1,César - Best Director - Winner or Nominee,0,,,François Ozon,
Venus in Fur,2014-01-01 00:00:00,Roman Polanski,,1,César - Best Director - Winner or Nominee,0,,,Roman Polanski,
Jimmy P.,2014-01-01 00:00:00,Arnaud Desplechin,,1,César - Best Director - Winner or Nominee,0,,,Arnaud Desplechin,
9 Month Stretch,2014-01-01 00:00:00,Albert Dupontel,,1,César - Best Director - Winner or Nominee,0,,,Albert Dupontel,
The Past,2014-01-01 00:00:00,Asghar Farhadi,,1,César - Best Director - Winner or Nominee,0,,,Asghar Farhadi,
"Me, Myself and Mum",2014-01-01 00:00:00,Guillaume Gallienne,,1,César - Best Director - Winner or Nominee,0,,,Guillaume Gallienne,
Stranger by the Lake,2014-01-01 00:00:00,Alain Guiraudie,,1,César - Best Director - Winner or Nominee,0,,,Alain Guiraudie,
Blue Is the Warmest Colour,2014-01-01 00:00:00,Abdellatif Kechiche,,1,César - Best Director - Winner or Nominee,0,,,Abdellatif Kechiche,
Timbuktu,2015-01-01 00:00:00,Abderrahmane Sissako,,1,César - Best Director - Winner or Nominee,0,,,Abderrahmane Sissako,
Girlhood,2015-01-01 00:00:00,Céline Sciamma,,1,César - Best Director - Winner or Nominee,0,,,Céline Sciamma,
Love at First Fight,2015-01-01 00:00:00,Thomas Cailley,,1,César - Best Director - Winner or Nominee,0,,,Thomas Cailley,
Eastern Boys,2015-01-01 00:00:00,Robin Campillo,,1,César - Best Director - Winner or Nominee,0,,,Robin Campillo,
Hippocrates,2015-01-01 00:00:00,Thomas Lilti,,1,César - Best Director - Winner or Nominee,0,,,Thomas Lilti,
Saint Laurent,2015-01-01 00:00:00,Bertrand Bonello,,1,César - Best Director - Winner or Nominee,0,,,Bertrand Bonello,
Clouds of Sils Maria,2015-01-01 00:00:00,Olivier Assayas,,1,César - Best Director - Winner or Nominee,0,,,Olivier Assayas,
My Golden Days,2016-01-01 00:00:00,Arnaud Desplechin,,1,César - Best Director - Winner or Nominee,0,,,Arnaud Desplechin,
Dheepan,2016-01-01 00:00:00,Jacques Audiard,,1,César - Best Director - Winner or Nominee,0,,,Jacques Audiard,
The Measure of a Man,2016-01-01 00:00:00,Stéphane Brizé,,1,César - Best Director - Winner or Nominee,0,,,Stéphane Brizé,
Marguerite,2016-01-01 00:00:00,Xavier Giannoli,,1,César - Best Director - Winner or Nominee,0,,,Xavier Giannoli,
Mon roi,2016-01-01 00:00:00,Maïwenn,,1,César - Best Director - Winner or Nominee,0,,,Maïwenn,
Mustang,2016-01-01 00:00:00,Deniz Gamze Ergüven,,1,César - Best Director - Winner or Nominee,0,,,Deniz Gamze Ergüven,
Standing Tall,2016-01-01 00:00:00,Emmanuelle Bercot,,1,César - Best Director - Winner or Nominee,0,,,Emmanuelle Bercot,
It's Only the End of the World,2017-01-01 00:00:00,Xavier Dolan,,1,César - Best Director - Winner or Nominee,0,,,Xavier Dolan,
Divines,2017-01-01 00:00:00,Houda Benyamina,,1,César - Best Director - Winner or Nominee,0,,,Houda Benyamina,
